Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT019,0.022598336
FDZ08,OUT046,0.08948183
NCJ05,OUT018,0.184051
FDF59,OUT046,0.15181814
NCO05,OUT035,0.15809654
FDW24,OUT018,0.045244202
NCX42,OUT018,0.17232403
NCA53,OUT035,0.099229984
FDI45,OUT019,0.022598336
FDG46,OUT046,0.14225104
FDM20,OUT010,0.117028095
FDW11,OUT010,0.022598336
FDX08,OUT035,0.24256398
NCK17,OUT035,0.077417135
FDK32,OUT018,0.17641158
NCA42,OUT035,0.23567367
DRI01,OUT035,0.25051117
NCL55,OUT049,0.33231878
DRE25,OUT018,0.10890164
FDD14,OUT017,0.19980168
FDB10,OUT046,0.28261593
DRN11,OUT035,0.20569056
FDP38,OUT018,0.051695757
NCA30,OUT017,0.21120891
FDT15,OUT017,0.22898328
NCP55,OUT018,0.06792651
FDF12,OUT035,0.21614498
FDM21,OUT018,0.2977935
FDX56,OUT035,0.28315473
FDF10,OUT017,0.16008233
FDT32,OUT045,0.24419591
FDM51,OUT018,0.11749992
NCR50,OUT018,0.1828979
FDI19,OUT049,0.30718336
FDX21,OUT017,0.118072435
FDR31,OUT035,0.22002526
FDY02,OUT013,0.34197187
NCA29,OUT045,0.21743868
NCX17,OUT046,0.27417472
FDM12,OUT045,0.24854583
FDI53,OUT027,0.3248881
NCU30,OUT049,0.21910477
FDC56,OUT027,0.26163438
FDK27,OUT018,0.1363345
NCK18,OUT017,0.18710656
FDB52,OUT019,0.022598336
DRG25,OUT027,0.37625483
FDZ13,OUT049,0.07530098
FDB57,OUT019,0.022598336
FDR40,OUT046,0.10510814
NCO14,OUT019,0.022598336
NCN19,OUT045,0.25107783
FDQ28,OUT019,0.022598336
FDO13,OUT018,0.18220043
FDK48,OUT013,0.09746706
FDU07,OUT018,0.16501644
FDW20,OUT046,0.14230181
FDV12,OUT010,0.022598336
FDH24,OUT013,0.1902571
FDV59,OUT049,0.28090316
FDK57,OUT045,0.15606311
FDL16,OUT027,0.11548095
NCQ17,OUT046,0.1848797
FDJ15,OUT018,0.20775989
FDX24,OUT049,0.12949733
FDT47,OUT046,0.12938522
FDT10,OUT049,0.076445915
FDZ37,OUT018,0.09330954
FDW43,OUT027,0.45905477
DRN36,OUT017,0.10269505
FDJ14,OUT045,0.11323004
FDA32,OUT013,0.2723198
FDJ38,OUT019,0.022598336
FDQ57,OUT017,0.16029815
NCQ41,OUT019,0.022598336
FDG56,OUT049,0.07733938
DRC13,OUT027,0.24938081
FDV55,OUT035,0.20285581
FDQ49,OUT045,0.21112603
FDE29,OUT010,0.022598336
FDR03,OUT013,0.2617978
FDD45,OUT049,0.12681156
FDN38,OUT010,0.12748179
FDT56,OUT046,0.055578344
FDT48,OUT045,0.26018772
FDU03,OUT049,0.23032247
FDC56,OUT010,0.022598336
NCO43,OUT027,0.20337926
FDQ27,OUT017,0.116045974
FDR03,OUT046,0.26120523
DRH23,OUT010,0.022598336
FDG22,OUT045,0.050617665
NCJ42,OUT013,0.11982842
FDR24,OUT046,0.10328868
FDW60,OUT035,0.26577005
FDJ08,OUT013,0.22906306
DRL59,OUT018,0.058387294
FDG60,OUT010,0.1274137
FDW27,OUT017,0.17715302
FDX14,OUT018,0.08657893
FDC20,OUT013,0.064716704
NCS29,OUT018,0.2909266
FDJ56,OUT046,0.106173195
FDB20,OUT019,0.022598336
FDL28,OUT027,0.4530073
FDW01,OUT018,0.1732026
FDL03,OUT046,0.24524279
FDX22,OUT049,0.26974955
FDJ21,OUT035,0.21063094
FDR31,OUT045,0.18843791
FDG21,OUT035,0.21257395
FDS22,OUT027,0.10714646
FDK08,OUT035,0.15058927
FDE17,OUT018,0.18436162
NCN30,OUT017,0.103476025
FDT50,OUT046,0.11724725
NCX42,OUT049,0.21860935
FDJ12,OUT035,0.30113637
NCA18,OUT027,0.25207618
FDP23,OUT019,0.022598336
FDX12,OUT013,0.31204748
FDN40,OUT018,0.1588763
FDV48,OUT035,0.1309068
NCY54,OUT013,0.20384611
FDL16,OUT010,0.022598336
FDR45,OUT018,0.26274517
FDJ52,OUT046,0.20354171
DRG01,OUT017,0.079587124
FDP52,OUT013,0.2866088
FDU58,OUT017,0.20844834
FDL02,OUT045,0.13135779
FDG28,OUT013,0.3115044
FDA19,OUT035,0.19208647
FDW46,OUT027,0.15170556
NCD43,OUT049,0.13897344
DRG39,OUT013,0.055229165
NCF55,OUT049,0.052370057
FDJ07,OUT046,0.15895931
FDE08,OUT046,0.1845058
FDP56,OUT019,0.022598336
FDT45,OUT045,0.065715834
FDF17,OUT018,0.2041696
FDX44,OUT046,0.10264562
FDM28,OUT027,0.3676846
FDI36,OUT049,0.26051638
FDS07,OUT045,0.14549275
FDD36,OUT045,0.15694903
FDW11,OUT046,0.066238426
FDN40,OUT049,0.20223475
NCQ18,OUT049,0.114069365
NCQ54,OUT017,0.19479214
NCS42,OUT045,0.12157714
DRH39,OUT010,0.022598336
FDC09,OUT027,0.22317769
FDT08,OUT010,0.022598336
FDC08,OUT035,0.27855223
FDT20,OUT017,0.029870102
FDS35,OUT035,0.1034219
FDX58,OUT018,0.20222683
FDW58,OUT046,0.11987936
DRD27,OUT046,0.113934085
FDH32,OUT019,0.022598336
FDS26,OUT035,0.33512378
FDQ31,OUT046,0.10871144
FDP11,OUT018,0.25498995
FDD58,OUT017,0.10926925
FDM33,OUT045,0.27826172
FDZ16,OUT049,0.2433604
NCS29,OUT010,0.15272895
NCM18,OUT019,0.022598336
FDP11,OUT049,0.28106672
NCC42,OUT017,0.1628351
DRM23,OUT046,0.20070186
NCN55,OUT027,0.46601075
FDK46,OUT013,0.34696516
FDR01,OUT046,0.25633734
NCA05,OUT045,0.19219506
NCP43,OUT017,0.21079056
FDR12,OUT010,0.04699234
FDQ01,OUT013,0.3160952
FDM13,OUT046,0.16408436
FDQ19,OUT017,0.27207583
FDK56,OUT019,0.022598336
NCX06,OUT010,0.07019822
FDO56,OUT027,0.25155145
FDU45,OUT045,0.15025346
FDI16,OUT019,0.022598336
FDL32,OUT046,0.12681869
FDA07,OUT046,0.15695444
FDA14,OUT045,0.18793933
FDV46,OUT027,0.29576138
NCO07,OUT035,0.3036209
NCP41,OUT046,0.1238112
FDY60,OUT018,0.15905605
FDN38,OUT017,0.29261076
FDO15,OUT046,0.08942596
FDT60,OUT013,0.14661187
FDA55,OUT035,0.29519528
FDE02,OUT010,0.022598336
DRJ39,OUT049,0.26472574
FDV34,OUT035,0.12768173
FDS20,OUT027,0.3681116
FDF02,OUT027,0.22029851
FDW40,OUT017,0.16434635
NCB43,OUT046,0.2166497
FDR58,OUT017,0.09735328
DRJ59,OUT035,0.07884167
NCD30,OUT017,0.1034162
FDE14,OUT017,0.112970896
FDC28,OUT018,0.11135349
FDU16,OUT018,0.09688021
NCD19,OUT035,0.10033677
FDU21,OUT046,0.034539096
FDV59,OUT027,0.42763892
FDU03,OUT045,0.24346747
FDC33,OUT010,0.0675357
NCR42,OUT035,0.07028625
DRH59,OUT035,0.12184394
NCM31,OUT035,0.23922525
FDS50,OUT035,0.29420322
FDP39,OUT046,0.0534032
FDQ55,OUT013,0.14693564
FDV36,OUT019,0.022598336
FDI05,OUT027,0.16814636
FDS45,OUT027,0.22832221
FDA39,OUT045,0.062224887
FDC37,OUT010,0.022598336
FDJ60,OUT027,0.33186397
DRQ35,OUT046,0.15139514
NCJ06,OUT046,0.13574106
NCY42,OUT018,0.14839835
DRM37,OUT049,0.2491525
FDR14,OUT045,0.0576094
FDE51,OUT049,0.06243155
FDT33,OUT017,0.18816562
FDR08,OUT013,0.12960102
FDE36,OUT010,0.02653769
FDL22,OUT019,0.022598336
FDR44,OUT013,0.15861267
FDI56,OUT019,0.022598336
FDE47,OUT010,0.022598336
FDV27,OUT010,0.022598336
FDV10,OUT049,0.059682608
FDC40,OUT045,0.10321748
NCX41,OUT013,0.26107544
NCQ38,OUT027,0.21418008
FDV12,OUT027,0.20831554
FDE52,OUT017,0.10328139
FDG20,OUT027,0.36021882
FDV16,OUT027,0.088185064
FDI32,OUT017,0.11071032
FDJ32,OUT049,0.08416548
FDN39,OUT018,0.20820186
FDY34,OUT017,0.19300762
FDC14,OUT035,0.07881928
FDA55,OUT017,0.2694229
FDZ50,OUT010,0.060796805
DRG13,OUT049,0.21148765
FDP01,OUT013,0.18665501
NCG54,OUT017,0.20002273
FDM13,OUT045,0.17612492
NCO18,OUT027,0.36713198
NCW41,OUT013,0.19137365
FDM52,OUT027,0.30815992
NCF55,OUT035,0.07433603
FDT09,OUT046,0.16208635
NCM19,OUT035,0.16767871
FDW12,OUT018,0.16041057
FDP15,OUT019,0.022598336
FDK36,OUT045,0.073732935
FDZ25,OUT035,0.2491463
NCW06,OUT049,0.24407691
FDW60,OUT046,0.2335544
DRC49,OUT013,0.17859001
NCT17,OUT035,0.27144027
NCN06,OUT018,0.17672831
FDC45,OUT013,0.1976423
DRJ47,OUT019,0.022598336
NCF06,OUT045,0.30943677
FDE21,OUT010,0.022598336
DRG27,OUT013,0.039664235
FDW40,OUT049,0.18082318
NCO53,OUT046,0.2121473
FDE23,OUT049,0.058553346
FDQ16,OUT046,0.121007636
FDS26,OUT045,0.3284632
FDZ13,OUT010,0.022598336
FDS14,OUT049,0.20704079
FDC10,OUT045,0.16050413
FDY16,OUT049,0.23150273
FDJ20,OUT035,0.17605636
FDV43,OUT035,0.06955811
FDZ32,OUT027,0.2274005
FDR23,OUT046,0.20915021
FDN24,OUT035,0.08283043
FDE34,OUT027,0.37650257
FDU31,OUT013,0.26733136
FDW33,OUT018,0.11280294
FDU26,OUT046,0.1402205
FDE20,OUT027,0.34707794
NCW05,OUT035,0.1432697
FDB22,OUT018,0.15827206
FDO56,OUT046,0.14354002
FDA19,OUT027,0.27817535
DRI39,OUT045,0.06821466
FDH52,OUT018,0.063815184
FDZ50,OUT035,0.26117665
NCN42,OUT035,0.20683497
FDB53,OUT013,0.17256238
DRG11,OUT017,0.12465384
DRK11,OUT027,0.2733412
FDQ60,OUT017,0.1404289
FDT36,OUT017,0.022598336
DRG25,OUT018,0.2051074
DRJ23,OUT046,0.23113963
FDG05,OUT035,0.22971512
NCK06,OUT018,0.11958771
FDU52,OUT017,0.17217554
FDW07,OUT018,0.09406331
NCM17,OUT045,0.062539965
FDA22,OUT045,0.2187375
NCA41,OUT018,0.22530799
FDF38,OUT035,0.08329643
FDH52,OUT046,0.07473073
FDY58,OUT019,0.022598336
FDZ16,OUT045,0.24579212
NCM18,OUT017,0.055871874
FDA22,OUT018,0.18343394
NCJ43,OUT035,0.25423178
FDI34,OUT027,0.45965388
FDG56,OUT046,0.0661844
FDS34,OUT046,0.13135792
DRC01,OUT035,0.101830326
FDQ04,OUT035,0.07458204
FDK04,OUT035,0.10098147
FDT51,OUT049,0.15249072
FDV26,OUT017,0.23053037
FDS04,OUT049,0.1896366
FDW43,OUT018,0.26849437
FDQ28,OUT010,0.030204467
NCK06,OUT017,0.12852855
FDS23,OUT018,0.13684914
FDZ36,OUT019,0.022598336
FDE56,OUT018,0.059521534
FDW10,OUT027,0.36164662
NCN14,OUT045,0.23489475
NCQ18,OUT045,0.117414735
FDW08,OUT017,0.12254357
FDU43,OUT035,0.30355188
FDR33,OUT010,0.022598336
FDM24,OUT010,0.022598336
NCZ05,OUT046,0.123695806
NCV41,OUT035,0.16991028
FDV11,OUT018,0.1963279
NCY05,OUT035,0.06862867
FDV44,OUT018,0.20438279
FDW32,OUT049,0.102192044
NCU18,OUT027,0.30008763
NCC43,OUT035,0.31157953
FDW19,OUT013,0.13815328
FDN31,OUT035,0.26853493
FDI48,OUT045,0.072338164
FDS24,OUT017,0.093099356
FDF46,OUT049,0.15755443
DRG23,OUT017,0.17706323
FDG14,OUT018,0.1664855
NCY30,OUT049,0.21966405
FDO28,OUT018,0.12233577
DRD24,OUT035,0.20845084
FDI33,OUT049,0.11289833
FDN32,OUT046,0.2117239
FDR16,OUT045,0.26396835
FDF26,OUT046,0.19675669
NCN29,OUT018,0.055300973
FDE20,OUT045,0.21950698
FDA46,OUT046,0.22831307
FDU28,OUT045,0.24017164
FDQ48,OUT045,0.13579412
FDV36,OUT013,0.15493338
FDR14,OUT018,0.047338657
FDP23,OUT017,0.24435638
FDP56,OUT013,0.058459334
FDK48,OUT010,0.022598336
FDR48,OUT046,0.17806631
NCY29,OUT049,0.07007797
FDM22,OUT018,0.062454015
DRJ01,OUT013,0.19500269
FDZ43,OUT045,0.30502772
FDV03,OUT035,0.21820885
FDX11,OUT027,0.3605613
NCA41,OUT027,0.3881857
FDE38,OUT017,0.18531519
FDI27,OUT018,0.046716645
FDN32,OUT013,0.2249374
NCN43,OUT017,0.14450425
FDB47,OUT027,0.42232478
FDV03,OUT017,0.17795324
NCN30,OUT045,0.13762993
NCV54,OUT010,0.022598336
FDV07,OUT013,0.13457601
FDP07,OUT049,0.24630785
FDK48,OUT018,0.07311924
FDM15,OUT019,0.022598336
FDY19,OUT027,0.2555966
FDK46,OUT046,0.3006665
FDY11,OUT045,0.10001249
FDH09,OUT046,0.056071058
FDO08,OUT027,0.33925128
FDU14,OUT013,0.32865116
FDD22,OUT027,0.24541017
FDM27,OUT017,0.18059514
FDL02,OUT027,0.22062664
NCA17,OUT035,0.2112211
FDE38,OUT019,0.022598336
NCG07,OUT049,0.24360189
DRC27,OUT013,0.32219896
FDA27,OUT035,0.32162914
FDW40,OUT045,0.1841699
DRI11,OUT013,0.1456088
FDN50,OUT046,0.11233954
FDR12,OUT046,0.21587582
FDT34,OUT027,0.22959933
FDW11,OUT035,0.10275677
NCO30,OUT027,0.3765106
FDZ34,OUT017,0.22189578
FDU45,OUT017,0.1292807
NCD42,OUT035,0.07001853
FDX25,OUT045,0.2387002
NCR29,OUT046,0.08361404
FDX43,OUT019,0.022598336
FDB04,OUT010,0.022598336
FDR49,OUT027,0.11434549
FDS39,OUT018,0.15052387
FDW58,OUT045,0.13432615
FDG22,OUT019,0.022598336
FDG31,OUT017,0.06417835
NCV53,OUT027,0.4752109
DRJ37,OUT035,0.21875246
FDV07,OUT035,0.16812351
FDW52,OUT018,0.19049108
FDT15,OUT045,0.24546103
FDD02,OUT018,0.13935441
FDM16,OUT035,0.12741318
NCE55,OUT046,0.21001045
FDB57,OUT018,0.26178992
FDQ04,OUT013,0.046794526
FDQ47,OUT019,0.022598336
FDY14,OUT019,0.022598336
DRK37,OUT017,0.20872058
FDO25,OUT017,0.23474847
FDL57,OUT046,0.3065272
NCK29,OUT018,0.12874348
FDK46,OUT027,0.5224154
NCB43,OUT010,0.07339105
DRE01,OUT027,0.4758072
FDC46,OUT018,0.21474335
FDQ23,OUT045,0.14182843
FDX38,OUT049,0.069885254
FDG60,OUT018,0.2786576
FDW55,OUT017,0.2862051
FDP39,OUT013,0.05313819
FDB20,OUT018,0.07624632
FDV21,OUT017,0.13206251
FDZ02,OUT013,0.12198216
FDP19,OUT027,0.2517324
FDA38,OUT035,0.31767127
FDH22,OUT045,0.17137381
DRM11,OUT045,0.32019952
FDO12,OUT027,0.3916429
FDT14,OUT049,0.15401733
FDW34,OUT010,0.116980515
FDG04,OUT027,0.38374162
FDW59,OUT018,0.09806747
FDR33,OUT018,0.109624654
FDP32,OUT013,0.15032277
FDL13,OUT027,0.44468027
FDD22,OUT013,0.1333943
FDV40,OUT027,0.1652946
NCD55,OUT046,0.049964458
FDQ20,OUT010,0.022598336
FDD28,OUT045,0.07769009
FDC39,OUT045,0.25978884
NCR17,OUT049,0.15709494
DRO35,OUT018,0.13545758
FDF40,OUT049,0.2953582
FDR31,OUT018,0.1518971
NCQ41,OUT017,0.23174879
FDP38,OUT046,0.06466331
NCU54,OUT027,0.42486897
FDG22,OUT018,0.03515824
DRK59,OUT013,0.2877531
FDC37,OUT046,0.12356189
NCO42,OUT013,0.17252496
NCT42,OUT017,0.16320363
FDX27,OUT035,0.14513253
FDV40,OUT018,0.084884465
FDT45,OUT027,0.11100349
FDS47,OUT019,0.022598336
FDR45,OUT035,0.3024308
FDB03,OUT045,0.3028667
FDO49,OUT035,0.10021332
FDU60,OUT027,0.33354688
FDB26,OUT018,0.06288466
FDB46,OUT017,0.24696834
FDQ37,OUT019,0.022598336
FDN03,OUT017,0.28980702
NCX30,OUT045,0.31651163
FDK32,OUT019,0.022598336
DRM47,OUT013,0.23385957
NCO02,OUT046,0.07455489
FDP04,OUT013,0.07283298
NCO43,OUT049,0.13896231
FDD59,OUT013,0.10206111
FDQ10,OUT017,0.19857344
FDW45,OUT035,0.20911454
NCK30,OUT049,0.30456874
FDU31,OUT018,0.2375089
NCQ17,OUT019,0.022598336
FDN01,OUT017,0.2052604
FDZ19,OUT049,0.22677737
DRG37,OUT017,0.18320504
FDE32,OUT045,0.0414951
FDO34,OUT049,0.21121426
FDM04,OUT019,0.022598336
FDZ25,OUT049,0.22496311
FDU08,OUT049,0.13062492
NCW30,OUT045,0.3077145
NCM18,OUT013,0.06392118
FDS22,OUT035,0.07837132
NCH18,OUT017,0.2758937
FDC23,OUT013,0.22148287
FDY46,OUT013,0.22507459
NCU06,OUT046,0.27162123
FDX57,OUT045,0.12885363
FDX36,OUT027,0.44112122
FDL16,OUT045,0.04978349
FDT16,OUT010,0.14270857
FDN16,OUT018,0.11725384
FDC03,OUT046,0.2575832
DRF60,OUT013,0.30263352
FDS27,OUT027,0.38211182
FDP33,OUT010,0.15539116
FDJ36,OUT018,0.12650749
NCR42,OUT013,0.03402209
FDV14,OUT017,0.08559092
NCP42,OUT035,0.2659522
FDB50,OUT027,0.17500915
NCC30,OUT027,0.36387432
FDA23,OUT018,0.10875932
FDW16,OUT017,0.09920626
FDQ52,OUT010,0.13886046
FDB58,OUT049,0.19476095
NCP29,OUT049,0.091196984
NCM05,OUT045,0.32077673
FDO25,OUT013,0.2635332
NCM54,OUT046,0.15175304
NCL54,OUT046,0.20779738
FDL39,OUT010,0.06504052
FDF53,OUT018,0.21809699
NCQ42,OUT035,0.19049044
FDF58,OUT013,0.072339885
FDZ04,OUT035,0.10804123
FDE26,OUT019,0.022598336
FDS60,OUT017,0.2079496
FDV58,OUT017,0.22149165
FDM04,OUT045,0.07604091
FDE08,OUT035,0.20562035
NCB43,OUT049,0.22923446
FDU11,OUT010,0.022598336
FDF22,OUT019,0.022598336
FDE24,OUT013,0.17667712
DRJ49,OUT046,0.16644734
NCQ53,OUT035,0.303161
NCL41,OUT013,0.036465537
FDR22,OUT013,0.13351569
FDH04,OUT035,0.1553503
DRH15,OUT045,0.07475554
FDY40,OUT049,0.068443276
NCI17,OUT035,0.14441954
NCC18,OUT013,0.21308012
FDY28,OUT027,0.42106637
FDB45,OUT027,0.22991015
NCL30,OUT018,0.14922495
FDM10,OUT017,0.24810208
FDH22,OUT027,0.2731244
NCZ53,OUT017,0.21716365
NCI18,OUT013,0.27821124
FDH14,OUT027,0.28791097
FDR36,OUT027,0.1015076
FDW01,OUT045,0.19570513
FDK02,OUT027,0.25206125
FDJ02,OUT018,0.17547832
FDU55,OUT013,0.35309583
NCV18,OUT027,0.19080307
FDH14,OUT018,0.1664989
FDZ37,OUT045,0.12760495
FDX49,OUT049,0.3090823
NCD43,OUT046,0.13786903
FDZ07,OUT013,0.06553823
FDK43,OUT035,0.19183128
FDR32,OUT018,0.24822472
FDT39,OUT013,0.1852874
NCV54,OUT017,0.13833183
FDF38,OUT018,0.048083484
FDV60,OUT046,0.23476665
FDH44,OUT027,0.3008362
FDS21,OUT046,0.06525081
NCL41,OUT045,0.06849121
FDM46,OUT017,0.09567257
FDU27,OUT045,0.054706328
NCJ54,OUT017,0.26363182
DRG51,OUT018,0.18327537
NCA29,OUT019,0.022598336
FDR47,OUT045,0.24732834
NCL19,OUT027,0.28341383
DRG01,OUT049,0.10137161
FDG10,OUT046,0.074563295
NCV05,OUT049,0.20229271
NCH18,OUT019,0.022598336
FDV14,OUT018,0.09593028
DRJ23,OUT035,0.26622382
DRJ11,OUT046,0.23113997
FDZ03,OUT017,0.22257088
FDI27,OUT010,0.022598336
FDJ14,OUT018,0.0910633
FDU32,OUT017,0.13333425
FDD47,OUT027,0.33068177
DRF36,OUT035,0.2680073
FDM21,OUT046,0.30625266
FDV10,OUT018,0.040798202
FDH60,OUT018,0.2352377
FDX47,OUT010,0.023414822
FDT19,OUT019,0.022598336
FDO11,OUT045,0.31312636
FDH24,OUT027,0.32199565
FDL02,OUT018,0.122795485
FDB02,OUT049,0.23753057
FDA43,OUT046,0.23966837
FDG52,OUT045,0.058633596
DRC12,OUT013,0.2327561
FDY37,OUT018,0.16966888
NCU18,OUT045,0.18190119
FDU09,OUT035,0.101139046
DRJ25,OUT027,0.115418985
DRE12,OUT018,0.11488187
DRL47,OUT017,0.13886222
DRK01,OUT046,0.13477515
FDC22,OUT019,0.022598336
FDG44,OUT013,0.05753561
FDW04,OUT035,0.19808754
FDK09,OUT049,0.28495893
NCN43,OUT035,0.18668672
FDG04,OUT049,0.23348951
FDH32,OUT010,0.022598336
DRI47,OUT017,0.17216787
DRE15,OUT013,0.08895808
FDY11,OUT035,0.12227992
FDO60,OUT049,0.051042087
FDQ20,OUT018,0.034465484
FDO57,OUT027,0.3356068
FDT14,OUT019,0.022598336
FDA57,OUT049,0.044965148
DRN35,OUT017,0.030599233
FDJ03,OUT046,0.05417356
FDX28,OUT017,0.10992975
DRE25,OUT045,0.11615424
FDR09,OUT046,0.2967176
FDB23,OUT035,0.31231245
FDO08,OUT045,0.2146994
FDQ23,OUT049,0.13960774
FDW04,OUT013,0.16302036
DRK13,OUT010,0.077125005
NCL17,OUT027,0.27857876
FDY21,OUT035,0.25963527
FDJ38,OUT027,0.37589484
FDA37,OUT019,0.022598336
FDV43,OUT013,0.039553873
FDL36,OUT046,0.100774296
FDD53,OUT045,0.051083505
FDZ19,OUT010,0.03770175
FDV21,OUT045,0.15360372
NCL54,OUT018,0.19076331
DRI47,OUT027,0.2894965
DRG03,OUT049,0.19831744
FDG21,OUT013,0.17801115
FDW03,OUT018,0.11072174
NCI55,OUT046,0.14091805
DRC36,OUT019,0.022598336
FDH22,OUT017,0.14917412
FDV20,OUT045,0.16310254
NCU41,OUT027,0.3862156
FDN46,OUT027,0.22261919
FDK50,OUT045,0.20581481
NCA05,OUT027,0.3014755
DRH01,OUT018,0.20532991
FDT08,OUT018,0.16573156
FDM08,OUT018,0.24761982
FDZ07,OUT035,0.096975416
FDS22,OUT017,0.041264005
FDV35,OUT027,0.31349605
FDI28,OUT010,0.022598336
FDW58,OUT027,0.23527808
FDT52,OUT045,0.30545798
FDY34,OUT046,0.20934838
FDR10,OUT046,0.19011083
FDK57,OUT017,0.1352052
FDR02,OUT027,0.23389795
FDX49,OUT046,0.29845333
FDQ20,OUT046,0.04316593
DRK23,OUT045,0.31262964
NCW06,OUT046,0.23135771
FDR31,OUT017,0.16286139
NCE43,OUT013,0.2031329
DRO59,OUT027,0.16226192
FDN09,OUT049,0.2861929
FDR11,OUT046,0.19532992
FDO57,OUT013,0.18537413
NCX18,OUT017,0.22894365
FDB05,OUT018,0.26549804
FDQ08,OUT018,0.072004735
NCG43,OUT035,0.13340777
FDJ56,OUT013,0.11087114
FDA13,OUT010,0.022598336
FDO56,OUT017,0.13540943
FDB37,OUT018,0.28581613
FDZ02,OUT018,0.101093665
FDQ24,OUT046,0.30189946
FDM16,OUT013,0.09532045
FDU35,OUT049,0.13257942
FDT35,OUT035,0.23778053
NCX30,OUT049,0.2858516
FDG04,OUT017,0.21714143
FDI12,OUT035,0.13704117
FDE35,OUT035,0.11243624
NCP14,OUT027,0.23056287
NCY53,OUT045,0.13742082
FDP49,OUT017,0.0605969
FDQ04,OUT017,0.036918886
FDM39,OUT035,0.2597101
FDO58,OUT019,0.022598336
FDC56,OUT017,0.13177162
NCQ54,OUT046,0.19917929
FDV10,OUT027,0.10700778
NCK17,OUT046,0.041681185
NCF55,OUT027,0.10030306
FDV33,OUT013,0.34397265
NCH29,OUT019,0.022598336
FDA37,OUT027,0.25661543
FDH46,OUT018,0.10522747
FDS25,OUT035,0.16711023
FDH04,OUT027,0.19257475
FDX52,OUT046,0.24144207
NCD42,OUT017,0.028614976
FDW47,OUT017,0.13817407
FDL25,OUT027,0.18227008
NCJ06,OUT010,0.022598336
FDY09,OUT013,0.21356405
FDS40,OUT046,0.035965044
FDH41,OUT017,0.24309139
FDG38,OUT035,0.13993652
FDU03,OUT027,0.35405815
FDV20,OUT046,0.14794523
DRB13,OUT045,0.24034539
NCQ30,OUT013,0.1443547
NCH06,OUT013,0.32119858
FDU50,OUT018,0.11643512
NCO42,OUT019,0.022598336
FDW09,OUT018,0.09174679
FDH04,OUT013,0.112547785
FDC21,OUT045,0.14379753
FDL21,OUT049,0.055897325
FDM46,OUT010,0.022598336
FDT22,OUT019,0.022598336
FDB28,OUT035,0.28119335
FDI12,OUT018,0.0987535
FDA28,OUT045,0.16686107
FDF59,OUT013,0.15572499
FDM45,OUT027,0.2563713
FDQ56,OUT017,0.08724612
FDR46,OUT049,0.17517357
FDT01,OUT013,0.25676867
FDD16,OUT027,0.17060284
NCU30,OUT010,0.022598336
FDM40,OUT010,0.022598336
FDI56,OUT035,0.14210229
NCS30,OUT013,0.15092073
FDU08,OUT017,0.11164191
FDX51,OUT027,0.3814083
FDA43,OUT045,0.24752897
FDX59,OUT010,0.022598336
FDC37,OUT018,0.12355771
FDP58,OUT013,0.27335787
NCY42,OUT035,0.21532899
FDF21,OUT018,0.20925611
FDU10,OUT027,0.0987448
DRL47,OUT018,0.14841853
FDA58,OUT018,0.2571063
FDJ22,OUT049,0.25215146
FDK50,OUT046,0.21123235
FDO38,OUT035,0.11652246
DRF60,OUT035,0.3269386
NCZ42,OUT019,0.022598336
FDD35,OUT049,0.15831167
FDL25,OUT045,0.1270883
FDJ16,OUT013,0.05995609
DRK59,OUT049,0.30737686
FDI50,OUT046,0.28946072
NCB19,OUT045,0.115921006
DRI37,OUT035,0.091501184
FDA14,OUT027,0.30618617
FDC08,OUT018,0.2678842
FDS45,OUT046,0.13493645
FDI21,OUT049,0.09090577
DRJ47,OUT035,0.24524154
DRE37,OUT027,0.37717396
FDT55,OUT018,0.17910697
NCG42,OUT027,0.2740113
FDA31,OUT049,0.21977565
NCW42,OUT046,0.24430627
FDF50,OUT017,0.21580444
FDK56,OUT049,0.23570302
FDX10,OUT035,0.07191453
NCK07,OUT027,0.32349774
FDZ49,OUT017,0.2605862
FDR33,OUT013,0.1299527
FDO44,OUT018,0.11942271
FDA20,OUT046,0.2317347
NCL30,OUT045,0.161817
FDI05,OUT019,0.022598336
FDQ12,OUT018,0.25625655
FDH47,OUT017,0.11564405
FDH34,OUT018,0.19824441
FDF29,OUT046,0.16195627
FDG40,OUT018,0.03405926
NCE18,OUT017,0.2810725
FDP21,OUT010,0.055919617
FDY50,OUT013,0.10273419
FDB36,OUT049,0.18365109
NCZ29,OUT049,0.1605323
FDU20,OUT018,0.144531
FDO56,OUT013,0.1484877
FDW31,OUT049,0.25634155
DRH59,OUT013,0.088840134
NCB30,OUT017,0.2309732
FDK43,OUT027,0.2614572
FDW43,OUT045,0.2990091
NCL19,OUT017,0.16637379
FDJ27,OUT046,0.110905066
FDC45,OUT046,0.21293534
FDY40,OUT035,0.08612908
NCM41,OUT035,0.13921328
NCK18,OUT019,0.022598336
FDP37,OUT049,0.15837419
FDA27,OUT027,0.50204724
NCX30,OUT035,0.30476454
FDR09,OUT017,0.30452058
FDG08,OUT027,0.3522203
NCU30,OUT013,0.18987204
FDB16,OUT017,0.09853205
FDM16,OUT017,0.085558295
FDC48,OUT013,0.1018156
NCF18,OUT046,0.22344783
FDU46,OUT018,0.10135326
FDH41,OUT018,0.23347408
NCN42,OUT010,0.025063824
FDU49,OUT046,0.100993454
